1249.08,227.00,931.31,324.06	1129.69,204.00,683.10,1042.67	1735.40,313.00,1191.66,1637.77	557.31,102.00,200.27,262.49	1482.73,268.00,1464.43,752.47	1531.83,278.00,880.43,857.43	816.15,147.00,500.05,720.98	1260.52,227.00,1166.82,1148.66	1710.73,309.00,378.04,1225.46	771.04,140.00,698.72,283.49	0.00,1000.00,486.41,254.67	1780.84,320.00,481.86,1766.45	800.62,146.00,219.96,414.07	362.49,64.00,141.40,284.21	361.39,68.00,157.65,150.90	784.92,143.00,373.35,291.01	611.31,106.00,323.80,266.38	490.41,88.00,432.83,451.27	447.21,81.00,386.99,120.99	876.41,159.00,496.85,243.81	1220.04,219.00,1107.19,562.38	353.55,63.00,261.30,188.70	1214.95,216.00,786.93,390.78	1038.70,187.00,429.77,997.28	501.20,88.00,238.37,394.29	1618.30,293.00,715.11,1412.98	1068.32,191.00,546.24,707.75	1423.38,258.00,663.83,1038.93	1508.41,272.00,917.61,1437.93
540.37,95.00,206.13,494.48	837.38,150.00,721.94,226.00	1149.35,201.00,243.23,350.54	1271.38,227.00,601.40,782.10	499.30,88.00,498.60,89.47	269.26,46.00,259.03,144.70	1718.40,308.00,441.18,814.92	742.50,133.00,664.74,140.80	382.10,68.00,234.09,370.39	1091.65,195.00,777.95,734.14	1780.84,320.00,720.65,1323.43	0.00,1000.00,33.05,357.86	980.61,174.00,590.11,752.40	1730.78,311.00,1725.54,322.39	1461.64,258.00,601.43,725.90	1105.49,196.00,854.13,578.04	1951.33,347.00,1505.74,1163.10	1605.52,288.00,762.50,637.34	1356.24,243.00,690.41,641.08	1079.12,192.00,834.14,826.46	629.68,113.00,395.45,380.46	1924.16,345.00,1790.78,636.59	1253.99,222.00,590.94,849.51	805.05,144.00,231.25,502.63	1514.00,274.00,995.93,633.70	700.93,124.00,131.81,199.73	926.55,165.00,754.68,868.07	400.25,71.00,290.86,200.21	870.92,153.00,714.70,504.87
456.95,82.00,102.07,86.10	466.90,87.00,105.29,358.00	1194.74,215.00,904.69,754.72	325.58,60.00,164.13,60.63	724.22,131.00,503.43,279.59	732.46,133.00,424.70,697.12	968.76,172.00,573.15,373.95	595.40,104.00,384.46,416.19	937.44,169.00,742.86,441.08	261.73,51.00,207.96,160.19	800.62,146.00,541.52,561.59	980.61,174.00,343.59,881.43	0.00,1000.00,238.65,831.65	788.16,144.00,468.57,431.63	491.93,86.00,436.23,194.33	340.15,57.00,269.45,71.46	1053.61,189.00,267.93,350.52	700.36,128.00,601.06,158.00	396.23,71.00,342.87,244.16	383.28,71.00,110.59,215.40	452.22,82.00,288.38,307.44	967.47,176.00,657.98,631.84	875.73,150.00,513.18,860.39	331.21,56.00,269.01,68.39	631.35,114.00,446.44,159.07	924.39,168.00,642.34,492.35	496.49,83.00,218.96,371.05	639.53,115.00,169.34,559.52	884.14,160.00,249.21,693.60
1238.22,225.00,355.28,1059.24	967.47,176.00,274.71,648.60	1467.31,267.00,696.38,1425.05	466.48,86.00,123.85,205.77	1351.48,245.00,839.61,588.76	1465.37,266.00,483.05,1453.58	1141.10,203.00,847.38,490.30	1351.04,242.00,1245.25,867.05	1584.93,286.00,741.31,906.31	641.95,112.00,272.15,123.33	362.49,64.00,214.43,316.57	1730.78,311.00,926.64,1699.36	788.16,144.00,775.63,448.87	0.00,1000.00,435.75,936.48	312.41,61.00,97.64,265.56	918.10,165.00,288.45,432.50	300.83,51.00,112.65,166.63	167.63,32.00,78.50,43.12	586.00,105.00,428.74,167.57	694.62,127.00,339.49,336.46	1116.83,201.00,895.07,261.08	201.00,36.00,136.90,172.04	1435.44,254.00,1289.47,981.40	1096.59,196.00,991.72,850.09	775.24,136.00,323.53,446.82	1430.14,260.00,440.44,386.97	1192.02,212.00,1110.28,1029.63	1423.59,258.00,537.06,1085.78	1288.76,234.00,275.94,692.53
948.47,168.00,499.73,826.12	769.42,137.00,599.26,172.91	1385.71,248.00,1046.09,986.25	200.00,34.00,97.98,44.82	1130.00,201.00,1032.10,986.62	1203.04,214.00,1198.83,848.67	934.08,165.00,907.13,860.62	1039.47,182.00,747.49,968.76	1360.59,242.00,263.04,1238.88	411.95,72.00,210.55,306.46	361.39,68.00,196.55,129.92	1461.64,258.00,512.74,359.70	491.93,86.00,345.38,273.17	312.41,61.00,237.04,76.26	0.00,1000.00,617.87,697.08	609.02,106.00,331.18,145.91	605.39,110.00,308.27,182.09	292.75,56.00,122.63,185.08	294.28,49.00,182.03,210.28	515.46,91.00,359.12,136.88	873.67,153.00,830.40,784.16	477.07,91.00,415.08,114.81	1141.80,197.00,781.44,1107.97	787.46,136.00,452.19,226.24	541.29,94.00,315.82,198.56	1257.18,225.00,668.99,832.34	880.06,151.00,436.92,518.55	1131.46,201.00,1012.60,1044.47	1148.26,205.00,465.76,721.40
574.89,103.00,158.48,169.50	796.30,142.00,578.81,621.38	1526.34,271.00,1153.33,1359.68	539.35,96.00,278.67,245.48	984.78,175.00,197.28,492.13	905.21,162.00,181.85,660.58	662.87,121.00,426.85,395.91	478.54,84.00,458.40,143.73	1167.78,208.00,519.46,1092.16	580.52,104.00,222.66,209.15	784.92,143.00,452.46,416.56	1105.49,196.00,774.06,600.56	340.15,57.00,191.67,296.07	918.10,165.00,381.36,274.18	609.02,106.00,267.42,191.46	0.00,1000.00,644.14,626.11	1214.33,215.00,675.71,878.32	887.69,159.00,217.73,772.73	346.55,64.00,86.53,247.32	715.68,126.00,400.38,630.72	726.22,128.00,574.67,572.65	1055.51,190.00,205.96,585.41	561.43,98.00,358.33,138.07	300.67,53.00,123.84,123.43	410.00,78.00,371.72,332.94	1220.25,218.00,525.06,504.09	284.25,48.00,247.18,155.88	710.28,127.00,183.44,322.25	1206.15,214.00,1048.48,782.87
1488.39,266.00,306.17,894.90	1142.32,204.00,1027.91,592.85	1511.99,274.00,1199.63,1262.12	728.35,129.00,631.49,361.07	1531.01,275.00,1366.09,891.85	1682.38,302.00,794.81,432.77	1421.27,251.00,851.30,839.25	1633.77,290.00,580.61,749.71	1761.39,315.00,966.11,1077.30	865.33,153.00,250.28,386.51	611.31,106.00,433.16,535.07	1951.33,347.00,1330.18,802.06	1053.61,189.00,524.62,520.60	300.83,51.00,241.98,232.90	605.39,110.00,115.61,527.55	1214.33,215.00,1093.79,873.39	0.00,1000.00,681.26,72.18	354.68,61.00,87.29,201.08	886.40,155.00,570.28,823.09	877.27,157.00,826.12,158.51	1323.78,235.00,371.27,1116.96	275.14,47.00,61.82,180.76	1736.26,305.00,1158.31,1298.89	1374.41,243.00,527.97,494.22	1068.88,186.00,658.32,888.99	1561.79,282.00,361.76,796.99	1483.85,261.00,986.49,1424.79	1674.31,300.00,510.84,852.81	1396.07,252.00,621.47,667.21
1134.06,205.00,274.94,1061.84	817.86,148.00,331.96,606.94	1299.73,236.00,633.73,1276.87	376.43,69.00,199.81,216.50	1205.40,218.00,956.31,296.69	1337.54,242.00,789.33,893.96	1208.39,216.00,566.65,829.07	1286.00,230.00,779.82,342.97	1438.37,259.00,849.04,812.43	514.78,93.00,405.90,144.82	490.41,88.00,350.58,475.19	1605.52,288.00,1491.65,389.07	700.36,128.00,395.52,205.74	167.63,32.00,60.02,153.27	292.75,56.00,112.75,285.63	887.69,159.00,420.99,206.56	354.68,61.00,66.35,150.72	0.00,1000.00,421.40,608.62	586.94,105.00,180.27,121.87	545.71,100.00,356.26,348.03	982.34,176.00,210.64,845.48	361.25,66.00,319.86,83.58	1431.36,253.00,1151.54,423.81	1024.50,183.00,245.72,621.01	822.98,146.00,288.82,532.41	1270.35,231.00,1018.58,1209.42	1146.12,203.00,653.20,480.37	1320.04,239.00,1023.32,391.85	1124.46,204.00,239.79,973.55
817.44,149.00,656.80,522.69	819.88,148.00,387.41,728.43	1516.44,272.00,1287.27,603.00	326.50,58.00,157.03,267.30	1118.26,202.00,407.04,411.84	1120.04,203.00,559.69,667.83	679.78,122.00,283.88,588.20	815.41,146.00,796.15,379.11	1333.64,240.00,1027.65,533.66	488.36,88.00,174.28,444.78	447.21,81.00,263.80,121.59	1356.24,243.00,1002.51,1011.20	396.23,71.00,171.35,127.84	586.00,105.00,314.78,497.50	294.28,49.00,132.01,66.45	346.55,64.00,84.78,307.05	886.40,155.00,345.28,669.33	586.94,105.00,525.29,566.74	0.00,1000.00,331.99,116.16	629.36,113.00,552.09,473.24	846.46,152.00,415.23,702.29	710.63,127.00,521.49,418.29	850.94,150.00,321.90,243.93	592.37,106.00,422.69,156.22	288.44,52.00,83.77,79.55	1301.88,235.00,528.89,271.55	630.32,112.00,319.31,117.95	984.89,179.00,196.74,760.27	1234.22,211.00,1055.86,761.35
671.19,120.00,667.90,217.80	272.95,49.00,155.12,118.50	890.22,160.00,293.00,595.69	331.21,60.00,141.14,324.11	659.70,119.00,177.30,648.92	809.94,146.00,775.16,769.24	1292.75,231.00,761.22,889.31	931.45,165.00,253.10,171.00	892.69,160.00,859.18,707.99	144.22,25.00,58.25,111.32	876.41,159.00,177.26,631.69	1079.12,192.00,268.30,1055.44	383.28,71.00,298.84,166.76	694.62,127.00,342.76,461.26	515.46,91.00,300.85,215.67	715.68,126.00,485.49,313.89	877.27,157.00,438.79,342.27	545.71,100.00,405.99,325.06	629.36,113.00,400.41,454.11	0.00,1000.00,475.80,752.65	449.44,79.00,386.06,274.08	895.60,163.00,636.14,642.00	1258.97,220.00,1255.56,704.10	678.97,119.00,202.33,647.74	914.39,164.00,251.75,480.96	746.73,135.00,220.81,249.62	870.52,152.00,748.37,531.48	848.12,153.00,414.68,297.65	633.25,114.00,171.95,223.87
320.16,58.00,148.18,280.60	228.25,41.00,177.10,220.35	852.35,151.00,670.96,234.02	674.76,120.00,207.18,458.58	272.03,50.00,227.52,162.64	360.56,67.00,308.70,70.51	1388.09,249.00,1167.50,406.48	674.69,121.00,505.55,277.92	491.63,90.00,478.51,444.51	475.39,85.00,426.80,183.88	1220.04,219.00,638.78,765.44	629.68,113.00,289.89,390.51	452.22,82.00,191.21,231.40	1116.83,201.00,293.23,703.13	873.67,153.00,807.76,866.89	726.22,128.00,256.51,391.95	1323.78,235.00,993.82,1032.12	982.34,176.00,848.92,351.66	846.46,152.00,489.99,231.41	449.44,79.00,143.60,168.97	0.00,1000.00,437.75,671.56	1314.72,236.00,492.89,542.61	1140.61,201.00,674.50,989.86	507.74,90.00,422.29,202.66	1078.38,195.00,518.19,213.10	495.18,90.00,435.44,381.66	720.69,127.00,174.09,577.06	452.22,84.00,140.43,309.80	514.78,91.00,444.40,308.85
1422.39,25.00,497.02,911.98	1168.42,211.00,542.04,1012.50	1652.45,300.00,747.60,846.45	653.91,119.00,652.79,261.40	1551.93,281.00,1354.33,995.71	1660.27,300.00,1212.52,715.82	1169.66,209.00,1030.11,1159.98	1508.94,270.00,941.87,945.12	1785.39,322.00,528.78,646.00	839.34,152.00,695.32,817.24	353.55,63.00,309.72,350.69	1924.16,345.00,654.56,1813.38	967.47,176.00,369.42,336.84	201.00,36.00,181.40,155.57	477.07,91.00,439.86,435.37	1055.51,190.00,754.22,877.29	275.14,47.00,247.35,269.09	361.25,66.00,163.84,219.99	710.63,127.00,190.74,597.80	895.60,163.00,715.40,688.38	1314.72,236.00,1131.48,1303.91	0.00,1000.00,343.60,524.68	1539.51,273.00,496.57,460.34	1262.10,226.00,1065.43,428.44	841.55,148.00,310.72,215.63	1630.00,296.00,376.94,1465.78	1336.90,238.00,337.32,1192.99	1606.55,291.00,530.18,555.25	1485.70,269.00,1018.21,1206.45
864.00,152.00,424.78,292.35	1280.82,226.00,682.01,614.18	1990.60,350.00,1250.53,1939.55	1098.95,192.00,768.56,750.20	1346.18,238.00,1330.59,1020.87	1159.74,205.00,1116.89,739.78	619.84,111.00,440.65,338.16	524.02,91.00,415.19,308.25	1463.86,260.00,1300.56,354.75	1132.17,200.00,314.12,715.68	1214.95,216.00,747.08,1136.70	1253.99,222.00,247.70,1118.68	875.73,150.00,412.22,394.82	1435.44,254.00,749.32,1230.89	1141.80,197.00,857.01,604.93	561.43,98.00,308.23,257.17	1736.26,305.00,1430.72,524.51	1431.36,253.00,304.25,1396.75	850.94,150.00,745.62,745.94	1258.97,220.00,262.88,1220.07	1140.61,201.00,365.77,668.63	1539.51,273.00,741.07,1109.55	0.00,1000.00,339.37,319.90	635.61,112.00,114.64,219.86	718.40,130.00,211.84,420.19	1616.97,286.00,1414.98,316.92	420.48,74.00,81.69,339.59	886.17,155.00,773.28,544.95	1654.69,291.00,1191.63,1368.63
282.31,52.00,87.64,148.20	650.00,116.00,135.33,372.87	1355.18,239.00,313.11,583.57	648.15,114.00,131.48,400.67	735.53,131.00,313.45,593.06	614.65,111.00,556.19,245.79	935.20,169.00,428.51,227.43	264.20,48.00,247.79,95.78	893.59,160.00,766.62,626.09	581.89,104.00,162.98,500.37	1038.70,187.00,825.13,355.11	805.05,144.00,607.28,463.71	331.21,56.00,118.01,252.75	1096.59,196.00,728.31,953.43	787.46,136.00,189.43,522.59	300.67,53.00,172.53,203.18	1374.41,243.00,1033.70,1256.98	1024.50,183.00,631.67,808.17	592.37,106.00,466.72,147.52	678.97,119.00,164.39,528.92	507.74,90.00,182.31,209.56	1262.10,226.00,1107.20,1176.37	635.61,112.00,265.75,432.09	0.00,1000.00,618.44,959.42	710.28,130.00,646.07,191.84	994.89,178.00,864.98,955.11	215.41,38.00,114.10,42.43	410.00,75.00,292.71,240.56	1020.00,180.00,864.12,1005.20
978.67,180.00,226.80,543.55	1086.00,197.00,915.09,1011.94	1796.55,322.00,382.18,636.18	614.00,110.00,284.72,610.44	1348.52,244.00,256.21,869.54	1304.19,238.00,548.08,668.44	395.60,72.00,95.88,170.64	865.85,158.00,442.42,291.32	1549.52,281.00,336.00,1034.35	771.56,139.00,211.36,280.83	501.20,88.00,447.23,127.08	1514.00,274.00,404.82,828.62	631.35,114.00,543.52,575.74	775.24,136.00,583.24,173.75	541.29,94.00,197.84,512.09	410.00,78.00,143.25,309.46	1068.88,186.00,736.85,586.73	822.98,146.00,218.70,255.41	288.44,52.00,211.01,117.34	914.39,164.00,538.18,282.80	1078.38,195.00,609.52,818.50	841.55,148.00,210.15,734.75	718.40,130.00,701.22,478.63	710.28,130.00,397.05,218.02	0.00,1000.00,839.98,143.21	1555.54,281.00,1065.50,1040.24	655.21,120.00,629.60,537.97	1120.18,205.00,539.19,595.08	1504.16,270.00,747.12,1463.33
756.64,136.00,322.08,360.84	490.41,89.00,393.33,374.28	451.77,78.00,320.34,255.61	1062.31,192.00,1062.19,626.47	278.57,51.00,66.52,136.56	543.32,98.00,475.74,375.03	1880.43,328.00,1296.01,1567.00	1118.03,200.00,309.90,464.89	326.96,57.00,201.07,132.38	849.00,154.00,600.95,411.24	1618.30,293.00,1133.25,1251.47	700.93,124.00,591.59,561.21	924.39,168.00,924.12,347.90	1430.14,260.00,913.39,848.80	1257.18,225.00,1187.90,872.88	1220.25,218.00,318.05,608.83	1561.79,282.00,1437.07,809.09	1270.35,231.00,989.16,312.64	1301.88,235.00,869.02,569.15	746.73,135.00,637.41,743.62	495.18,90.00,421.83,179.66	1630.00,296.00,1383.21,846.94	1616.97,286.00,596.66,1221.29	994.89,178.00,343.98,535.68	1555.54,281.00,1352.81,725.74	0.00,1000.00,93.44,989.92	1202.08,213.00,300.95,464.13	800.81,145.00,756.49,539.89	198.49,36.00,195.04,43.10
460.11,82.00,361.27,366.08	864.00,153.00,763.20,392.26	1570.13,276.00,1113.43,548.32	778.78,136.00,509.01,259.10	936.06,166.00,575.10,577.26	779.36,139.00,435.43,479.96	793.10,144.00,365.80,458.29	212.13,39.00,189.60,136.53	1074.48,192.00,550.31,502.74	758.02,134.00,139.23,655.39	1068.32,191.00,531.94,581.30	926.55,165.00,387.06,219.05	496.49,83.00,115.61,219.23	1192.02,212.00,578.64,1066.12	880.06,151.00,514.93,335.31	284.25,48.00,138.23,272.43	1483.85,261.00,1061.63,1314.96	1146.12,203.00,908.45,1139.33	630.32,112.00,289.40,434.08	870.52,152.00,818.34,843.64	720.69,127.00,612.41,578.77	1336.90,238.00,1159.79,939.58	420.48,74.00,410.69,212.81	215.41,38.00,44.46,193.10	655.21,120.00,647.64,190.89	1202.08,213.00,232.07,498.23	0.00,1000.00,733.65,766.46	529.24,94.00,512.80,232.72	1234.34,217.00,424.64,677.14
186.01,34.00,172.38,146.51	677.79,124.00,514.88,663.18	1233.21,220.00,1178.49,751.73	957.18,176.00,735.19,608.24	523.93,95.00,339.09,288.69	280.18,52.00,151.53,168.29	1318.98,237.00,877.65,401.37	362.35,64.00,168.07,293.17	586.00,107.00,529.60,328.63	813.94,149.00,279.51,315.81	1423.38,258.00,1027.51,1100.76	400.25,71.00,286.88,114.57	639.53,115.00,122.75,120.15	1423.59,258.00,799.97,1064.04	1131.46,201.00,474.32,271.45	710.28,127.00,222.81,531.49	1674.31,300.00,871.03,1627.85	1320.04,239.00,372.67,562.99	984.89,179.00,198.31,896.14	848.12,153.00,339.54,322.98	452.22,84.00,191.17,227.35	1606.55,291.00,1076.23,1151.96	886.17,155.00,200.80,687.95	410.00,75.00,275.39,157.89	1120.18,205.00,945.61,755.87	800.81,145.00,261.18,377.33	529.24,94.00,121.63,273.92	0.00,1000.00,988.17,442.20	902.72,162.00,617.36,382.08
820.06,145.00,647.33,549.09	418.69,74.00,323.94,353.70	338.38,60.00,326.12,303.69	962.55,173.00,480.02,898.96	393.19,69.00,390.03,143.04	676.02,120.00,154.66,230.47	1852.84,331.00,1199.21,560.73	1182.96,210.00,915.36,833.99	513.13,90.00,153.91,240.66	755.91,135.00,394.11,687.59	1508.41,272.00,1364.65,1270.87	870.92,153.00,264.99,420.16	884.14,160.00,565.72,802.19	1288.76,234.00,701.08,457.60	1148.26,205.00,915.00,226.77	1206.15,214.00,434.56,451.09	1396.07,252.00,583.37,635.28	1124.46,204.00,637.03,483.24	1234.22,211.00,237.67,600.82	633.25,114.00,490.14,585.55	514.78,91.00,367.38,131.42	1485.70,269.00,407.49,272.67	1654.69,291.00,1543.84,1278.46	1020.00,180.00,968.50,551.54	1504.16,270.00,922.26,537.16	198.49,36.00,45.57,79.58	1234.34,217.00,328.39,970.07	902.72,162.00,682.27,619.23	0.00,1000.00,479.07,149.99
